amount,asset_description,asset_type,comment,disclosure_date,owner,ptr_link,senator,ticker,transaction_date,type
"$1,001 - $15,000","Cleveland-Cliffs Inc. Common Stock <div class=""text-muted"">Option Type: Put <br><em>Strike price:</em> $20.00 <br> <em>Expires:</em> 01/21/2022 </div>",Stock Option,--,08/13/2021,Joint,https://efdsearch.senate.gov/search/view/ptr/9df3fe53-21d5-43a5-a632-ea804aca39a3/,Thomas H Tuberville,CLF,07/21/2021,Sale (Full)
"$1,001 - $15,000","Cleveland-Cliffs Inc. Common Stock <div class=""text-muted"">Option Type: Put <br><em>Strike price:</em> $20.00 <br> <em>Expires:</em> 01/21/2022 </div>",Stock Option,--,08/13/2021,Joint,https://efdsearch.senate.gov/search/view/ptr/9df3fe53-21d5-43a5-a632-ea804aca39a3/,Thomas H Tuberville,CLF,07/21/2021,Sale (Full)
"$15,001 - $50,000","Cleveland-Cliffs Inc. Common Stock <div class=""text-muted"">Option Type: Call <br><em>Strike price:</em> $23.00 <br> <em>Expires:</em> 01/21/2022 </div>",Stock Option,--,08/13/2021,Joint,https://efdsearch.senate.gov/search/view/ptr/9df3fe53-21d5-43a5-a632-ea804aca39a3/,Thomas H Tuberville,CLF,07/21/2021,Sale (Full)
"$100,001 - $250,000",Cleveland-Cliffs Inc. Common Stock,Stock,--,08/13/2021,Joint,https://efdsearch.senate.gov/search/view/ptr/9df3fe53-21d5-43a5-a632-ea804aca39a3/,Thomas H Tuberville,CLF,07/21/2021,Purchase
"$1,001 - $15,000","Cleveland-Cliffs Inc. Common Stock <div class=""text-muted"">Option Type: Call <br><em>Strike price:</em> $20.00 <br> <em>Expires:</em> 01/21/2022 </div>",Stock Option,--,08/13/2021,Joint,https://efdsearch.senate.gov/search/view/ptr/9df3fe53-21d5-43a5-a632-ea804aca39a3/,Thomas H Tuberville,CLF,07/20/2021,Sale (Full)
"$1,001 - $15,000","Cleveland-Cliffs Inc. Common Stock <div class=""text-muted"">Option Type: Call <br><em>Strike price:</em> $20.00 <br> <em>Expires:</em> 01/21/2022 </div>",Stock Option,--,08/13/2021,Joint,https://efdsearch.senate.gov/search/view/ptr/9df3fe53-21d5-43a5-a632-ea804aca39a3/,Thomas H Tuberville,CLF,07/20/2021,Sale (Full)
"$50,001 - $100,000",Cleveland-Cliffs Inc. Common Stock,Stock,--,08/13/2021,Joint,https://efdsearch.senate.gov/search/view/ptr/9df3fe53-21d5-43a5-a632-ea804aca39a3/,Thomas H Tuberville,CLF,07/19/2021,Sale (Full)
"$50,001 - $100,000",Alcoa Corporation Common Stock,Stock,--,08/13/2021,Joint,https://efdsearch.senate.gov/search/view/ptr/9df3fe53-21d5-43a5-a632-ea804aca39a3/,Thomas H Tuberville,AA,07/19/2021,Sale (Full)
"$15,001 - $50,000","Alibaba Group Holding Limited American Depositary <div class=""text-muted"">Option Type: Put <br><em>Strike price:</em> $245.00 <br> <em>Expires:</em> 01/21/2022 </div>",Stock Option,--,08/13/2021,Joint,https://efdsearch.senate.gov/search/view/ptr/9df3fe53-21d5-43a5-a632-ea804aca39a3/,Thomas H Tuberville,BABA,07/14/2021,Sale (Full)
"$15,001 - $50,000","Alibaba Group Holding Limited American Depositary <div class=""text-muted"">Option Type: Put <br><em>Strike price:</em> $250.00 <br> <em>Expires:</em> 07/16/2021 </div>",Stock Option,--,08/13/2021,Joint,https://efdsearch.senate.gov/search/view/ptr/9df3fe53-21d5-43a5-a632-ea804aca39a3/,Thomas H Tuberville,BABA,07/14/2021,Purchase
"$1,001 - $15,000","Invesco QQQ Trust, Series 1 <div class=""text-muted"">Option Type: Put <br><em>Strike price:</em> $262.00 <br> <em>Expires:</em> 09/17/2021 </div>",Stock Option,--,08/13/2021,Joint,https://efdsearch.senate.gov/search/view/ptr/9df3fe53-21d5-43a5-a632-ea804aca39a3/,Thomas H Tuberville,QQQ,07/06/2021,Purchase
"$1,001 - $15,000","Intel Corporation - Common Stock <div class=""text-muted"">Option Type: Put <br><em>Strike price:</em> $55.00 <br> <em>Expires:</em> 01/21/2022 </div>",Stock Option,--,08/13/2021,Joint,https://efdsearch.senate.gov/search/view/ptr/9df3fe53-21d5-43a5-a632-ea804aca39a3/,Thomas H Tuberville,INTC,07/01/2021,Sale (Full)
"$15,001 - $50,000","CrowdStrike Holdings, Inc. - Class A Common Stock",Stock,--,08/13/2021,Joint,https://efdsearch.senate.gov/search/view/ptr/9df3fe53-21d5-43a5-a632-ea804aca39a3/,Thomas H Tuberville,CRWD,07/16/2021,Purchase
"$15,001 - $50,000",Newell Brands Inc. - Common Stock,Stock,--,08/13/2021,Joint,https://efdsearch.senate.gov/search/view/ptr/9df3fe53-21d5-43a5-a632-ea804aca39a3/,Thomas H Tuberville,NWL,07/16/2021,Purchase
"$15,001 - $50,000",Pegasystems Inc. - Common Stock,Stock,--,08/13/2021,Joint,https://efdsearch.senate.gov/search/view/ptr/9df3fe53-21d5-43a5-a632-ea804aca39a3/,Thomas H Tuberville,PEGA,07/16/2021,Purchase
"$15,001 - $50,000","PepsiCo, Inc. - Common Stock",Stock,--,08/13/2021,Joint,https://efdsearch.senate.gov/search/view/ptr/9df3fe53-21d5-43a5-a632-ea804aca39a3/,Thomas H Tuberville,PEP,07/16/2021,Purchase
"$15,001 - $50,000",SPDR Select Sector Fund - Consumer Discretionary,Stock,--,08/13/2021,Self,https://efdsearch.senate.gov/search/view/ptr/9df3fe53-21d5-43a5-a632-ea804aca39a3/,Thomas H Tuberville,XLY,07/16/2021,Purchase
"$15,001 - $50,000",Bristol-Myers Squibb Company Common Stock,Stock,--,08/13/2021,Self,https://efdsearch.senate.gov/search/view/ptr/9df3fe53-21d5-43a5-a632-ea804aca39a3/,Thomas H Tuberville,--,07/16/2021,Purchase
"$15,001 - $50,000",iShares MSCI USA Momentum Factor ETF,Stock,--,08/13/2021,Self,https://efdsearch.senate.gov/search/view/ptr/9df3fe53-21d5-43a5-a632-ea804aca39a3/,Thomas H Tuberville,MTUM,07/16/2021,Purchase
"$15,001 - $50,000","Square, Inc. Class A Common Stock",Stock,--,08/13/2021,Self,https://efdsearch.senate.gov/search/view/ptr/9df3fe53-21d5-43a5-a632-ea804aca39a3/,Thomas H Tuberville,SQ,07/16/2021,Purchase
"$15,001 - $50,000",Wisdomtree U.S. Total Dividend Fund,Stock,--,08/13/2021,Self,https://efdsearch.senate.gov/search/view/ptr/9df3fe53-21d5-43a5-a632-ea804aca39a3/,Thomas H Tuberville,DTD,07/16/2021,Purchase
"$1,001 - $15,000",Royal Dutch Shell Plc,Stock,--,08/11/2021,Spouse,https://efdsearch.senate.gov/search/view/ptr/045f76aa-7ae2-4040-a603-67b5ebc3b271/,Shelley M Capito,RDSA,07/26/2021,Sale (Partial)
"$1,001 - $15,000",Microsoft Corporation - Common Stock,Stock,--,08/11/2021,Spouse,https://efdsearch.senate.gov/search/view/ptr/045f76aa-7ae2-4040-a603-67b5ebc3b271/,Shelley M Capito,MSFT,07/26/2021,Sale (Partial)
"$1,001 - $15,000",International Business Machines Corporat,Stock,--,08/11/2021,Spouse,https://efdsearch.senate.gov/search/view/ptr/045f76aa-7ae2-4040-a603-67b5ebc3b271/,Shelley M Capito,IBM,07/26/2021,Sale (Partial)
"$1,001 - $15,000",Intel Corporation - Common Stock,Stock,--,08/11/2021,Spouse,https://efdsearch.senate.gov/search/view/ptr/045f76aa-7ae2-4040-a603-67b5ebc3b271/,Shelley M Capito,INTC,07/26/2021,Sale (Partial)
"$1,001 - $15,000","Citigroup, Inc. Common Stock",Stock,--,08/11/2021,Spouse,https://efdsearch.senate.gov/search/view/ptr/045f76aa-7ae2-4040-a603-67b5ebc3b271/,Shelley M Capito,C,07/26/2021,Sale (Partial)
"$5,000,001 - $25,000,000","Northwest Respiratory Services, LLC <div class=""text-muted""> <em>Company:</em> Northwest Respiratory Services, LLC &nbsp;(St. Paul, Minnesota) </div> <div class=""text-muted""><em>Description:</em>&nbsp;Respiratory medical equipment and service provider</div>",Other Securities,"Purchase price received on July 23, 2021. Partial tax distribution received July 23, 2021. Remaining tax distribution to be received within 30 days of July 23, 2021.",08/11/2021,Self,https://efdsearch.senate.gov/search/view/ptr/19dc5bc2-296b-459f-89c4-778307ee9556/,John Hoeven,--,07/23/2021,Sale (Full)
"$1,001 - $15,000",GILD,Stock,--,08/11/2021,Spouse,https://efdsearch.senate.gov/search/view/ptr/5407f18e-8faa-4f1e-a8bf-6cf7a2ffe5bd/,Rand Paul,--,02/26/2020,Purchase
"$15,001 - $50,000","Pinterest, Inc. Class A Common Stock",Stock,--,08/09/2021,Spouse,https://efdsearch.senate.gov/search/view/ptr/f0c49765-8045-4aa6-a699-2fc462b00526/,John W Hickenlooper,PINS,07/30/2021,Purchase
"$15,001 - $50,000",Snap Inc. Class A Common Stock,Stock,--,08/09/2021,Spouse,https://efdsearch.senate.gov/search/view/ptr/f0c49765-8045-4aa6-a699-2fc462b00526/,John W Hickenlooper,SNAP,07/27/2021,Sale (Partial)
"$15,001 - $50,000",Realty Income Corporation Common Stock,Stock,--,08/03/2021,Self,https://efdsearch.senate.gov/search/view/ptr/56ff7a1f-ddf5-42cf-9f9d-892e2c483511/,Gary C Peters,O,07/21/2021,Purchase
"$15,001 - $50,000","FORD MOTOR CRDT CO LLC 02.550% 072026 DTD070121 <div class=""text-muted""><em>Rate/Coupon:</em> 02.550%<br> <em>Matures:</em> 07/02/2026</div>",Corporate Bond,--,08/03/2021,Self,https://efdsearch.senate.gov/search/view/ptr/56ff7a1f-ddf5-42cf-9f9d-892e2c483511/,Gary C Peters,--,07/07/2021,Purchase
"$1,001 - $15,000",S&amp;P Small-Cap 600 Value Ishares ETF,Other Securities,--,08/02/2021,Spouse,https://efdsearch.senate.gov/search/view/ptr/ab4ef7b8-d7ac-48b4-860f-dd7033dbcdd7/,Thomas R Carper,IJS,07/26/2021,Sale (Partial)
"$1,001 - $15,000",S&amp;P 500 Ishares Core ETF,Other Securities,--,08/02/2021,Spouse,https://efdsearch.senate.gov/search/view/ptr/ab4ef7b8-d7ac-48b4-860f-dd7033dbcdd7/,Thomas R Carper,IVV,07/26/2021,Sale (Partial)
"$1,001 - $15,000",Abbey Capital Futures Strategy Fund- Class I Sha,Other Securities,--,08/02/2021,Spouse,https://efdsearch.senate.gov/search/view/ptr/ab4ef7b8-d7ac-48b4-860f-dd7033dbcdd7/,Thomas R Carper,ABYIX,07/26/2021,Purchase
"$1,001 - $15,000",VictoryShares US 500 Volatility Wtd ETF,Other Securities,--,08/02/2021,Spouse,https://efdsearch.senate.gov/search/view/ptr/ab4ef7b8-d7ac-48b4-860f-dd7033dbcdd7/,Thomas R Carper,CFA,07/26/2021,Sale (Partial)
"$1,001 - $15,000",SPDR Gold Trust,Other Securities,--,08/02/2021,Spouse,https://efdsearch.senate.gov/search/view/ptr/ab4ef7b8-d7ac-48b4-860f-dd7033dbcdd7/,Thomas R Carper,GLD,07/26/2021,Purchase
"$1,001 - $15,000",First Trust Dow Jones Internet ETF,Other Securities,--,08/02/2021,Spouse,https://efdsearch.senate.gov/search/view/ptr/ab4ef7b8-d7ac-48b4-860f-dd7033dbcdd7/,Thomas R Carper,FDN,07/26/2021,Sale (Partial)
"$1,001 - $15,000",Lord Abbett Ultra Short Bond Fund - Class F,Other Securities,--,08/02/2021,Spouse,https://efdsearch.senate.gov/search/view/ptr/ab4ef7b8-d7ac-48b4-860f-dd7033dbcdd7/,Thomas R Carper,LUBFX,07/26/2021,Purchase
"$1,001 - $15,000",WisdomTree U.S. SmallCap Quality Dividend Growth F,Other Securities,--,08/02/2021,Spouse,https://efdsearch.senate.gov/search/view/ptr/ab4ef7b8-d7ac-48b4-860f-dd7033dbcdd7/,Thomas R Carper,DGRS,07/26/2021,Purchase
"$1,001 - $15,000",GS Treasuryaccess 0-1 Year ETF,Other Securities,--,08/02/2021,Spouse,https://efdsearch.senate.gov/search/view/ptr/ab4ef7b8-d7ac-48b4-860f-dd7033dbcdd7/,Thomas R Carper,GBIL,07/26/2021,Purchase
"$1,001 - $15,000",Global X FinTech ETF,Other Securities,--,08/02/2021,Spouse,https://efdsearch.senate.gov/search/view/ptr/ab4ef7b8-d7ac-48b4-860f-dd7033dbcdd7/,Thomas R Carper,FINX,07/26/2021,Purchase
"$1,001 - $15,000",First Trust Indxx Nextg ETF,Other Securities,--,08/02/2021,Spouse,https://efdsearch.senate.gov/search/view/ptr/ab4ef7b8-d7ac-48b4-860f-dd7033dbcdd7/,Thomas R Carper,NXTG,07/26/2021,Purchase
"$1,001 - $15,000",Fidelity Advisor Emerging Markets Fund,Other Securities,--,08/02/2021,Spouse,https://efdsearch.senate.gov/search/view/ptr/ab4ef7b8-d7ac-48b4-860f-dd7033dbcdd7/,Thomas R Carper,FIMKX,07/26/2021,Sale (Partial)
"$1,001 - $15,000",Goldman Sachs Emerging Markets Equity Fund Insti,Other Securities,--,08/02/2021,Spouse,https://efdsearch.senate.gov/search/view/ptr/ab4ef7b8-d7ac-48b4-860f-dd7033dbcdd7/,Thomas R Carper,GEMIX,07/26/2021,Sale (Partial)
"$1,001 - $15,000",Fidelity Advisor International Capital Appreciat,Other Securities,--,08/02/2021,Spouse,https://efdsearch.senate.gov/search/view/ptr/ab4ef7b8-d7ac-48b4-860f-dd7033dbcdd7/,Thomas R Carper,FCPIX,07/26/2021,Purchase
"$15,001 - $50,000","BCS Contingent Autocall on COF <div class=""text-muted""><em>Rate/Coupon:</em> 8.0%<br> <em>Matures:</em> 07/19/2024</div>",Corporate Bond,--,08/02/2021,Spouse,https://efdsearch.senate.gov/search/view/ptr/ab4ef7b8-d7ac-48b4-860f-dd7033dbcdd7/,Thomas R Carper,--,07/16/2021,Purchase
"$15,001 - $50,000","BCS Contingent Autocall on COF <div class=""text-muted""><em>Rate/Coupon:</em> 8.0%<br> <em>Matures:</em> 07/19/2024</div>",Corporate Bond,--,08/02/2021,Spouse,https://efdsearch.senate.gov/search/view/ptr/ab4ef7b8-d7ac-48b4-860f-dd7033dbcdd7/,Thomas R Carper,--,07/16/2021,Purchase
"$15,001 - $50,000","BCS Contingent Autocall on COF <div class=""text-muted""><em>Rate/Coupon:</em> 8.0%<br> <em>Matures:</em> 04/12/2024</div>",Corporate Bond,--,08/02/2021,Spouse,https://efdsearch.senate.gov/search/view/ptr/ab4ef7b8-d7ac-48b4-860f-dd7033dbcdd7/,Thomas R Carper,--,07/14/2021,Sale (Full)
"$15,001 - $50,000","BCS Contingent Autocall on COF <div class=""text-muted""><em>Rate/Coupon:</em> 8.0%<br> <em>Matures:</em> 04/12/2024</div>",Corporate Bond,--,08/02/2021,Spouse,https://efdsearch.senate.gov/search/view/ptr/ab4ef7b8-d7ac-48b4-860f-dd7033dbcdd7/,Thomas R Carper,--,07/14/2021,Sale (Full)
"$1,001 - $15,000",Johnson Controls International plc Ordinary Share,Stock,--,08/02/2021,Spouse,https://efdsearch.senate.gov/search/view/ptr/ab4ef7b8-d7ac-48b4-860f-dd7033dbcdd7/,Thomas R Carper,JCI,07/08/2021,Purchase
"$1,001 - $15,000",Fastenal Company - Common Stock,Stock,--,08/02/2021,Spouse,https://efdsearch.senate.gov/search/view/ptr/ab4ef7b8-d7ac-48b4-860f-dd7033dbcdd7/,Thomas R Carper,FAST,07/08/2021,Purchase
"$1,001 - $15,000",Thermo Fisher Scientific Inc.,Stock,--,07/28/2021,Spouse,https://efdsearch.senate.gov/search/view/ptr/ebdeed3c-9789-4bae-acc4-298448c28344/,"Angus S King, Jr.",TMO,06/24/2021,Purchase
"$1,001 - $15,000",Adobe Inc.,Stock,--,07/28/2021,Spouse,https://efdsearch.senate.gov/search/view/ptr/ebdeed3c-9789-4bae-acc4-298448c28344/,"Angus S King, Jr.",ADBE,06/24/2021,Purchase
"$15,001 - $50,000","MAINE ST HSG AUTH REV BOND <div class=""text-muted""><em>Rate/Coupon:</em> 1.70%<br> <em>Matures:</em> 11/15/2021</div>",Municipal Security,"REDEMPTION ""CALLED""",07/28/2021,Spouse,https://efdsearch.senate.gov/search/view/ptr/ebdeed3c-9789-4bae-acc4-298448c28344/,"Angus S King, Jr.",--,06/10/2021,Sale (Full)
"$1,001 - $15,000","Align Technology, Inc.",Stock,--,07/23/2021,Joint,https://efdsearch.senate.gov/search/view/ptr/3bdd9340-7c8c-4ed0-898d-dad3835940d2/,Thomas H Tuberville,ALGN,03/29/2021,Purchase
"$1,001 - $15,000","Intel Corporation <div class=""text-muted"">Option Type: Put <br><em>Strike price:</em> $60.00 <br> <em>Expires:</em> 10/15/2021 </div>",Stock Option,--,07/23/2021,Joint,https://efdsearch.senate.gov/search/view/ptr/3bdd9340-7c8c-4ed0-898d-dad3835940d2/,Thomas H Tuberville,INTC,04/05/2021,Sale (Full)
"$15,001 - $50,000","Alibaba Group Holding Limited <div class=""text-muted"">Option Type: Put <br><em>Strike price:</em> $230.00 <br> <em>Expires:</em> 09/17/2021 </div>",Stock Option,--,07/23/2021,Joint,https://efdsearch.senate.gov/search/view/ptr/3bdd9340-7c8c-4ed0-898d-dad3835940d2/,Thomas H Tuberville,BABA,01/25/2021,Sale (Full)
"$1,001 - $15,000","Cleveland-Cliffs Inc. <div class=""text-muted"">Option Type: Put <br><em>Strike price:</em> $15.00 <br> <em>Expires:</em> 07/16/2021 </div>",Stock Option,--,07/23/2021,Joint,https://efdsearch.senate.gov/search/view/ptr/3bdd9340-7c8c-4ed0-898d-dad3835940d2/,Thomas H Tuberville,CLF,01/21/2021,Sale (Full)
"$15,001 - $50,000",Cleveland-Cliffs Inc.,Stock,--,07/23/2021,Joint,https://efdsearch.senate.gov/search/view/ptr/3bdd9340-7c8c-4ed0-898d-dad3835940d2/,Thomas H Tuberville,CLF,01/21/2021,Purchase
"$15,001 - $50,000",ALPS Sector Dividend Dogs ETF,Stock,--,07/23/2021,Joint,https://efdsearch.senate.gov/search/view/ptr/3bdd9340-7c8c-4ed0-898d-dad3835940d2/,Thomas H Tuberville,SDOG,01/15/2021,Purchase
"$15,001 - $50,000","Invesco QQQ Trust <div class=""text-muted"">Option Type: Put <br><em>Strike price:</em> $262.00 <br> <em>Expires:</em> 09/17/2021 </div>",Stock Option,--,07/23/2021,Joint,https://efdsearch.senate.gov/search/view/ptr/3bdd9340-7c8c-4ed0-898d-dad3835940d2/,Thomas H Tuberville,QQQ,01/13/2021,Sale (Full)
"$50,001 - $100,000",Teledyne Technologies Incorporated,Stock,--,07/23/2021,Joint,https://efdsearch.senate.gov/search/view/ptr/3bdd9340-7c8c-4ed0-898d-dad3835940d2/,Thomas H Tuberville,TDY,01/13/2021,Sale (Full)
"$1,001 - $15,000","Alcoa Corporation <div class=""text-muted"">Option Type: Put <br><em>Strike price:</em> $22.00 <br> <em>Expires:</em> 01/21/2022 </div>",Stock Option,--,07/23/2021,Joint,https://efdsearch.senate.gov/search/view/ptr/3bdd9340-7c8c-4ed0-898d-dad3835940d2/,Thomas H Tuberville,AA,01/06/2021,Sale (Full)
"$1,001 - $15,000","Alcoa Corporation <div class=""text-muted"">Option Type: Put <br><em>Strike price:</em> $22.00 <br> <em>Expires:</em> 01/21/2021 </div>",Stock Option,--,07/23/2021,Joint,https://efdsearch.senate.gov/search/view/ptr/3bdd9340-7c8c-4ed0-898d-dad3835940d2/,Thomas H Tuberville,AA,01/06/2021,Sale (Full)
"$1,001 - $15,000","Alcoa Corporation <div class=""text-muted"">Option Type: Call <br><em>Strike price:</em> $26.00 <br> <em>Expires:</em> 07/16/2021 </div>",Stock Option,--,07/23/2021,Joint,https://efdsearch.senate.gov/search/view/ptr/3bdd9340-7c8c-4ed0-898d-dad3835940d2/,Thomas H Tuberville,AA,01/06/2021,Sale (Full)
"$15,001 - $50,000",Alcoa Corporation,Stock,--,07/23/2021,Joint,https://efdsearch.senate.gov/search/view/ptr/3bdd9340-7c8c-4ed0-898d-dad3835940d2/,Thomas H Tuberville,AA,01/06/2021,Purchase
"$15,001 - $50,000",Alcoa Corporation,Stock,--,07/23/2021,Joint,https://efdsearch.senate.gov/search/view/ptr/3bdd9340-7c8c-4ed0-898d-dad3835940d2/,Thomas H Tuberville,AA,01/06/2021,Purchase
"$1,001 - $15,000","Facebook, Inc. <div class=""text-muted"">Option Type: Put <br><em>Strike price:</em> $225.00 <br> <em>Expires:</em> 07/16/2021 </div>",Stock Option,--,07/23/2021,Joint,https://efdsearch.senate.gov/search/view/ptr/3bdd9340-7c8c-4ed0-898d-dad3835940d2/,Thomas H Tuberville,FB,01/05/2021,Sale (Full)
"$1,001 - $15,000","Intel Corporation <div class=""text-muted"">Option Type: Put <br><em>Strike price:</em> $50.00 <br> <em>Expires:</em> 07/16/2021 </div>",Stock Option,--,07/23/2021,Joint,https://efdsearch.senate.gov/search/view/ptr/3bdd9340-7c8c-4ed0-898d-dad3835940d2/,Thomas H Tuberville,INTC,01/04/2021,Sale (Full)
"$1,001 - $15,000","Intel Corporation <div class=""text-muted"">Option Type: Put <br><em>Strike price:</em> $50.00 <br> <em>Expires:</em> 07/16/2021 </div>",Stock Option,--,07/23/2021,Joint,https://efdsearch.senate.gov/search/view/ptr/3bdd9340-7c8c-4ed0-898d-dad3835940d2/,Thomas H Tuberville,INTC,01/04/2021,Sale (Full)
"$1,001 - $15,000","Intel Corporation <div class=""text-muted"">Option Type: Put <br><em>Strike price:</em> $50.00 <br> <em>Expires:</em> 07/16/2021 </div>",Stock Option,--,07/23/2021,Joint,https://efdsearch.senate.gov/search/view/ptr/3bdd9340-7c8c-4ed0-898d-dad3835940d2/,Thomas H Tuberville,INTC,01/04/2021,Sale (Full)
"$1,001 - $15,000","Intel Corporation <div class=""text-muted"">Option Type: Put <br><em>Strike price:</em> $50.00 <br> <em>Expires:</em> 07/16/2021 </div>",Stock Option,--,07/23/2021,Joint,https://efdsearch.senate.gov/search/view/ptr/3bdd9340-7c8c-4ed0-898d-dad3835940d2/,Thomas H Tuberville,INTC,01/04/2021,Sale (Full)
"$50,001 - $100,000",Weyerhaeuser Company,Stock,--,07/23/2021,Joint,https://efdsearch.senate.gov/search/view/ptr/3bdd9340-7c8c-4ed0-898d-dad3835940d2/,Thomas H Tuberville,WY,01/04/2021,Sale (Full)
"$100,001 - $250,000",Fidelity Nasdaq Composite Index ETF,Stock,--,07/23/2021,Joint,https://efdsearch.senate.gov/search/view/ptr/3bdd9340-7c8c-4ed0-898d-dad3835940d2/,Thomas H Tuberville,ONEQ,01/04/2021,Sale (Full)
"$50,001 - $100,000",Dollar General Corporation,Stock,--,07/23/2021,Joint,https://efdsearch.senate.gov/search/view/ptr/3bdd9340-7c8c-4ed0-898d-dad3835940d2/,Thomas H Tuberville,DG,01/04/2021,Sale (Full)
"$1,001 - $15,000","Adobe Inc. <div class=""text-muted"">Option Type: Put <br><em>Strike price:</em> $405.00 <br> <em>Expires:</em> 06/18/2021 </div>",Stock Option,--,07/23/2021,Joint,https://efdsearch.senate.gov/search/view/ptr/3bdd9340-7c8c-4ed0-898d-dad3835940d2/,Thomas H Tuberville,ADBE,02/19/2021,Sale (Full)
"$1,001 - $15,000","Occidental Petroleum Corporation <div class=""text-muted"">Option Type: Put <br><em>Strike price:</em> $25.00 <br> <em>Expires:</em> 08/20/2021 </div>",Stock Option,--,07/23/2021,Joint,https://efdsearch.senate.gov/search/view/ptr/3bdd9340-7c8c-4ed0-898d-dad3835940d2/,Thomas H Tuberville,OXY,02/16/2021,Sale (Full)
"$1,001 - $15,000","Occidental Petroleum Corporation <div class=""text-muted"">Option Type: Call <br><em>Strike price:</em> $30.00 <br> <em>Expires:</em> 08/20/2021 </div>",Stock Option,--,07/23/2021,Joint,https://efdsearch.senate.gov/search/view/ptr/3bdd9340-7c8c-4ed0-898d-dad3835940d2/,Thomas H Tuberville,OXY,02/16/2021,Sale (Full)
"$1,001 - $15,000","Occidental Petroleum Corporation <div class=""text-muted"">Option Type: Call <br><em>Strike price:</em> $30.00 <br> <em>Expires:</em> 08/20/2021 </div>",Stock Option,--,07/23/2021,Joint,https://efdsearch.senate.gov/search/view/ptr/3bdd9340-7c8c-4ed0-898d-dad3835940d2/,Thomas H Tuberville,OXY,02/16/2021,Sale (Full)
